TeamID,SEASON,LeagueID,PLAYER,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,SCHOOL
1610612756,2016,00,Marquese Chriss,F,6-10,233,"JUL 02, 1997",19.0,Washington
1610612756,2016,00,Devin Booker,G,6-6,206,"OCT 30, 1996",20.0,Kentucky
1610612756,2016,00,Eric Bledsoe,G,6-1,205,"DEC 09, 1989",27.0,Kentucky
1610612756,2016,00,Jared Dudley,F,6-7,225,"JUL 10, 1985",31.0,Boston College
1610612756,2016,00,Tyson Chandler,C,7-1,240,"OCT 02, 1982",34.0,Dominguez HS (CA)
1610612756,2016,00,Tyler Ulis,G,5-10,150,"JAN 05, 1996",21.0,Kentucky
1610612756,2016,00,Derrick Jones Jr.,F,6-7,190,"FEB 15, 1997",20.0,UNLV
1610612756,2016,00,Brandon Knight,G,6-3,195,"DEC 02, 1991",25.0,Kentucky
1610612756,2016,00,T.J. Warren,F,6-8,225,"SEP 05, 1993",23.0,North Carolina State
1610612756,2016,00,Ronnie Price,G,6-2,190,"JUN 21, 1983",34.0,Utah Valley
1610612756,2016,00,Alan Williams,F-C,6-8,260,"JAN 28, 1993",24.0,Cal-Santa Barbara
1610612756,2016,00,Leandro Barbosa,G,6-3,194,"NOV 28, 1982",34.0,Bauru
1610612756,2016,00,Alex Len,C,7-1,260,"JUN 16, 1993",24.0,Maryland
1610612756,2016,00,Elijah Millsap,G-F,6-7,215,"AUG 12, 1987",29.0,Alabama-Birmingham
1610612756,2016,00,Dragan Bender,F,7-1,225,"NOV 17, 1997",19.0,Maccabi Tel Aviv
1610612757,2016,00,Damian Lillard,G,6-3,195,"JUL 15, 1990",26.0,Weber State
1610612757,2016,00,Evan Turner,G-F,6-7,220,"OCT 27, 1988",28.0,Ohio State
1610612757,2016,00,CJ McCollum,G,6-3,190,"SEP 19, 1991",25.0,Lehigh
1610612757,2016,00,Maurice Harkless,F,6-9,220,"MAY 11, 1993",24.0,"St. John's, N.Y."
1610612757,2016,00,Pat Connaughton,G-F,6-5,210,"JAN 06, 1993",24.0,Notre Dame
1610612757,2016,00,Shabazz Napier,G,6-1,175,"JUL 14, 1991",25.0,Connecticut
1610612757,2016,00,Al-Farouq Aminu,F,6-9,220,"SEP 21, 1990",26.0,Wake Forest
1610612757,2016,00,Jake Layman,F,6-9,210,"MAR 07, 1994",23.0,Maryland
1610612757,2016,00,Meyers Leonard,F-C,7-1,255,"FEB 27, 1992",25.0,Illinois
1610612757,2016,00,Ed Davis,F,6-10,245,"JUN 05, 1989",28.0,North Carolina
1610612757,2016,00,Noah Vonleh,F,6-9,245,"AUG 24, 1995",21.0,Indiana
1610612757,2016,00,Allen Crabbe,G,6-6,215,"APR 09, 1992",25.0,California
1610612757,2016,00,Jusuf Nurkić,C,7-0,280,"AUG 23, 1994",22.0,Cedevita
1610612757,2016,00,Festus Ezeli,C,6-11,265,"OCT 21, 1989",27.0,Vanderbilt
1610612757,2016,00,Tim Quarterman,G,6-6,190,"OCT 27, 1994",22.0,Louisiana State
1610612758,2016,00,Willie Cauley-Stein,C,7-0,240,"AUG 18, 1993",23.0,Kentucky
1610612758,2016,00,Skal Labissiere,F-C,6-11,225,"MAR 18, 1996",21.0,Kentucky
1610612758,2016,00,Malachi Richardson,G,6-6,205,"JAN 05, 1996",21.0,Syracuse
1610612758,2016,00,Darren Collison,G,6-0,175,"AUG 23, 1987",29.0,UCLA
1610612758,2016,00,Rudy Gay,F,6-8,230,"AUG 17, 1986",30.0,Connecticut
1610612758,2016,00,Langston Galloway,G,6-2,200,"DEC 09, 1991",25.0,St. Joseph's (PA)
1610612758,2016,00,Ty Lawson,G,5-11,195,"NOV 03, 1987",29.0,North Carolina
1610612758,2016,00,Georgios Papagiannis,C,7-1,240,"JUL 03, 1997",19.0,Panathinaikos
1610612758,2016,00,Garrett Temple,G,6-6,195,"MAY 08, 1986",31.0,Louisiana State
1610612758,2016,00,Ben McLemore,G,6-5,195,"FEB 11, 1993",24.0,Kansas
1610612758,2016,00,Buddy Hield,G,6-4,214,"DEC 17, 1992",24.0,Oklahoma
1610612758,2016,00,Tyreke Evans,G-F,6-6,220,"SEP 19, 1989",27.0,Memphis
1610612758,2016,00,Arron Afflalo,G,6-5,210,"OCT 15, 1985",31.0,UCLA
1610612758,2016,00,Kosta Koufos,C,7-0,265,"FEB 24, 1989",28.0,Ohio State
1610612759,2016,00,Kyle Anderson,G-F,6-9,230,"SEP 20, 1993",23.0,UCLA
1610612759,2016,00,Kawhi Leonard,F,6-7,230,"JUN 29, 1991",26.0,San Diego State
1610612759,2016,00,Dewayne Dedmon,C,7-0,245,"AUG 12, 1989",27.0,USC
1610612759,2016,00,Dejounte Murray,G,6-5,170,"SEP 19, 1996",20.0,Washington
1610612759,2016,00,Patty Mills,G,6-0,185,"AUG 11, 1988",28.0,St. Mary's
1610612759,2016,00,Tony Parker,G,6-2,185,"MAY 17, 1982",35.0,Paris Basket Racing
1610612759,2016,00,David Lee,F-C,6-9,245,"APR 29, 1983",34.0,Florida
1610612759,2016,00,Bryn Forbes,G,6-3,190,"JUL 23, 1993",23.0,Michigan State
1610612759,2016,00,LaMarcus Aldridge,F,6-11,260,"JUL 19, 1985",31.0,University of Texas at Austin
1610612759,2016,00,Danny Green,G-F,6-6,215,"JUN 22, 1987",30.0,North Carolina
1610612759,2016,00,Pau Gasol,C,7-0,250,"JUL 06, 1980",36.0,FC Barcelona
1610612759,2016,00,Jonathon Simmons,G-F,6-6,195,"SEP 14, 1989",27.0,Houston
1610612759,2016,00,Manu Ginobili,G,6-6,205,"JUL 28, 1977",39.0,Virtus Bologna
1610612759,2016,00,Joel Anthony,C,6-9,245,"AUG 09, 1982",34.0,UNLV
1610612759,2016,00,Davis Bertans,F,6-10,210,"NOV 12, 1992",24.0,Baskonia
1610612760,2016,00,Russell Westbrook,G,6-3,200,"NOV 12, 1988",28.0,UCLA
1610612760,2016,00,Domantas Sabonis,F,6-11,240,"MAY 03, 1996",21.0,Gonzaga
1610612760,2016,00,Nick Collison,F,6-10,255,"OCT 26, 1980",36.0,Kansas
1610612760,2016,00,Victor Oladipo,G,6-4,210,"MAY 04, 1992",25.0,Indiana
1610612760,2016,00,Semaj Christon,G,6-3,190,"NOV 01, 1992",24.0,Xavier
1610612760,2016,00,Alex Abrines,G-F,6-6,190,"AUG 01, 1993",23.0,FC Barcelona
1610612760,2016,00,Jerami Grant,F,6-9,210,"MAR 12, 1994",23.0,Syracuse
1610612760,2016,00,Enes Freedom,C,6-11,245,"MAY 20, 1992",25.0,Fenerbahce
1610612760,2016,00,Steven Adams,C,7-0,255,"JUL 20, 1993",23.0,Pittsburgh
1610612760,2016,00,Kyle Singler,F,6-8,228,"MAY 04, 1988",29.0,Duke
1610612760,2016,00,Andre Roberson,F,6-7,210,"DEC 04, 1991",25.0,Colorado
1610612760,2016,00,Taj Gibson,F,6-9,236,"JUN 24, 1985",32.0,Southern California
1610612760,2016,00,Doug McDermott,F,6-8,219,"JAN 03, 1992",25.0,Creighton
1610612760,2016,00,Norris Cole,G,6-2,175,"OCT 13, 1988",28.0,Cleveland State
1610612760,2016,00,Josh Huestis,F,6-7,230,"DEC 19, 1991",25.0,Stanford
1610612761,2016,00,P.J. Tucker,F,6-6,245,"MAY 05, 1985",32.0,Texas
1610612761,2016,00,DeMarre Carroll,F,6-8,212,"JUL 27, 1986",30.0,Missouri
1610612761,2016,00,Cory Joseph,G,6-3,190,"AUG 20, 1991",25.0,Texas
1610612761,2016,00,Kyle Lowry,G,6-0,205,"MAR 25, 1986",31.0,Villanova
1610612761,2016,00,Serge Ibaka,F,6-10,235,"SEP 18, 1989",27.0,Ricoh Manresa
1610612761,2016,00,DeMar DeRozan,G,6-7,220,"AUG 07, 1989",27.0,Southern California
1610612761,2016,00,Jonas Valančiūnas,C,7-0,255,"MAY 06, 1992",25.0,Lietuvos rytas Vilnius
1610612761,2016,00,Bruno Caboclo,F,6-9,205,"SEP 21, 1995",21.0,Pinheiros
1610612761,2016,00,Fred VanVleet,G,6-0,195,"FEB 25, 1994",23.0,Wichita State
1610612761,2016,00,Norman Powell,G,6-4,215,"MAY 25, 1993",24.0,UCLA
1610612761,2016,00,Jakob Poeltl,C,7-0,230,"OCT 15, 1995",21.0,Utah
1610612761,2016,00,Pascal Siakam,F,6-9,230,"APR 02, 1994",23.0,New Mexico State
1610612761,2016,00,Patrick Patterson,F,6-9,235,"MAR 14, 1989",28.0,Kentucky
1610612761,2016,00,Delon Wright,G,6-5,190,"APR 26, 1992",25.0,Utah
1610612761,2016,00,Lucas Nogueira,C,7-0,220,"JUL 26, 1992",24.0,Estudiantes
1610612762,2016,00,Joe Ingles,F,6-8,226,"OCT 02, 1987",29.0,Maccabi Tel Aviv
1610612762,2016,00,George Hill,G,6-3,188,"MAY 04, 1986",31.0,Indiana-Purdue Indianapolis
1610612762,2016,00,Rodney Hood,G,6-8,206,"OCT 20, 1992",24.0,Duke
1610612762,2016,00,Joe Johnson,F-G,6-7,240,"JUN 29, 1981",36.0,Arkansas
1610612762,2016,00,Shelvin Mack,G,6-3,203,"APR 22, 1990",27.0,Butler
1610612762,2016,00,Alec Burks,G,6-6,214,"JUL 20, 1991",25.0,Colorado
1610612762,2016,00,Danté Exum,G,6-6,190,"JUL 13, 1995",21.0,Australian Institute of Sport
1610612762,2016,00,Derrick Favors,F-C,6-10,265,"JUL 15, 1991",25.0,Georgia Tech
1610612762,2016,00,Gordon Hayward,F,6-8,226,"MAR 23, 1990",27.0,Butler
1610612762,2016,00,Joel Bolomboy,F,6-9,235,"JAN 28, 1994",23.0,Weber State
1610612762,2016,00,Jeff Withey,C,7-0,231,"MAR 07, 1990",27.0,Kansas
1610612762,2016,00,Raul Neto,G,6-1,179,"MAY 19, 1992",25.0,Murcia
1610612762,2016,00,Rudy Gobert,C,7-1,245,"JUN 26, 1992",25.0,Cholet
1610612762,2016,00,Boris Diaw,C-F,6-8,250,"APR 16, 1982",35.0,Pau Orthez
1610612762,2016,00,Trey Lyles,F,6-10,234,"NOV 05, 1995",21.0,Kentucky
1610612763,2016,00,JaMychal Green,F,6-9,227,"JUN 21, 1990",27.0,Alabama
1610612763,2016,00,Jarell Martin,F,6-10,239,"MAY 24, 1994",23.0,Louisiana State
1610612763,2016,00,Wade Baldwin IV,G,6-4,202,"MAR 29, 1996",21.0,Vanderbilt
1610612763,2016,00,Andrew Harrison,G,6-6,213,"OCT 28, 1994",22.0,Kentucky
1610612763,2016,00,Wayne Selden,G,6-5,230,"SEP 30, 1994",22.0,Kansas
1610612763,2016,00,James Ennis III,F,6-7,210,"JUL 01, 1990",26.0,Cal State-Long Beach
1610612763,2016,00,Tony Allen,G-F,6-4,213,"JAN 11, 1982",35.0,Oklahoma State
1610612763,2016,00,Mike Conley,G,6-1,175,"OCT 11, 1987",29.0,Ohio State
1610612763,2016,00,Vince Carter,G-F,6-6,220,"JAN 26, 1977",40.0,North Carolina
1610612763,2016,00,Deyonta Davis,F,6-10,240,"DEC 02, 1996",20.0,Michigan State
1610612763,2016,00,Chandler Parsons,F,6-10,230,"OCT 25, 1988",28.0,Florida
1610612763,2016,00,Troy Daniels,G,6-4,205,"JUL 15, 1991",25.0,Va Commonwealth
1610612763,2016,00,Marc Gasol,C,7-1,255,"JAN 29, 1985",32.0,FC Barcelona
1610612763,2016,00,Brandan Wright,F,6-10,210,"OCT 05, 1987",29.0,North Carolina
1610612763,2016,00,Zach Randolph,F,6-9,260,"JUL 16, 1981",35.0,Michigan State
1610612764,2016,00,Chris McCullough,F,6-9,215,"FEB 05, 1995",22.0,Syracuse
1610612764,2016,00,John Wall,G,6-4,210,"SEP 06, 1990",26.0,Kentucky
1610612764,2016,00,Bradley Beal,G,6-5,207,"JUN 28, 1993",24.0,Florida
1610612764,2016,00,Markieff Morris,F,6-10,245,"SEP 02, 1989",27.0,Kansas
1610612764,2016,00,Brandon Jennings,G,6-1,170,"SEP 23, 1989",27.0,Virtus Roma
1610612764,2016,00,Sheldon Mac,G-F,6-6,200,"DEC 21, 1992",24.0,Miami
1610612764,2016,00,Kelly Oubre Jr.,F,6-7,205,"DEC 09, 1995",21.0,Kansas
1610612764,2016,00,Marcin Gortat,C,6-11,240,"FEB 17, 1984",33.0,RheinEnergie Cologne
1610612764,2016,00,Jason Smith,F-C,7-0,240,"MAR 02, 1986",31.0,Colorado State
1610612764,2016,00,Otto Porter Jr.,F,6-8,198,"JUN 03, 1993",24.0,Georgetown
1610612764,2016,00,Ian Mahinmi,C,6-11,262,"NOV 05, 1986",30.0,Pau Orthez
1610612764,2016,00,Tomas Satoransky,G-F,6-7,210,"OCT 30, 1991",25.0,FC Barcelona
1610612764,2016,00,Daniel Ochefu,F,6-11,245,"DEC 15, 1993",23.0,Villanova
1610612764,2016,00,Trey Burke,G,6-1,191,"NOV 12, 1992",24.0,Michigan
1610612764,2016,00,Bojan Bogdanović,G,6-8,225,"APR 18, 1989",28.0,Fenerbahce
1610612765,2016,00,Andre Drummond,C,6-11,279,"AUG 10, 1993",23.0,Connecticut
1610612765,2016,00,Reggie Jackson,G,6-3,208,"APR 16, 1990",27.0,Boston College
1610612765,2016,00,Kentavious Caldwell-Pope,G,6-5,205,"FEB 18, 1993",24.0,Georgia
1610612765,2016,00,Darrun Hilliard,G-F,6-6,205,"APR 13, 1993",24.0,Villanova
1610612765,2016,00,Stanley Johnson,F,6-7,245,"MAY 29, 1996",21.0,Arizona
1610612765,2016,00,Henry Ellenson,F,6-11,245,"JAN 13, 1997",20.0,Marquette
1610612765,2016,00,Michael Gbinije,G-F,6-7,200,"JUN 05, 1992",25.0,Syracuse
1610612765,2016,00,Aron Baynes,C-F,6-10,260,"DEC 09, 1986",30.0,Washington State
1610612765,2016,00,Marcus Morris Sr.,F,6-9,235,"SEP 02, 1989",27.0,Kansas
1610612765,2016,00,Ish Smith,G,6-0,175,"JUL 05, 1988",28.0,Wake Forest
1610612765,2016,00,Beno Udrih,G,6-3,205,"JUL 05, 1982",34.0,Olimpia Milano
1610612765,2016,00,Reggie Bullock Jr.,F,6-7,205,"MAR 16, 1991",26.0,North Carolina
1610612765,2016,00,Jon Leuer,F,6-10,228,"MAY 14, 1989",28.0,Wisconsin
1610612765,2016,00,Tobias Harris,F,6-9,235,"JUL 15, 1992",24.0,Tennessee
1610612765,2016,00,Boban Marjanović,C,7-3,290,"AUG 15, 1988",28.0,Crvena zvezda
1610612766,2016,00,Briante Weber,G,6-2,165,"DEC 29, 1992",24.0,Virginia Commonwealth
1610612766,2016,00,Marvin Williams,F,6-9,237,"JUN 19, 1986",31.0,North Carolina
1610612766,2016,00,Jeremy Lamb,G,6-5,185,"MAY 30, 1992",25.0,Connecticut
1610612766,2016,00,Nicolas Batum,G,6-8,200,"DEC 14, 1988",28.0,Le Mans
1610612766,2016,00,Ramon Sessions,G,6-3,190,"APR 11, 1986",31.0,Nevada-Reno
1610612766,2016,00,Johnny O'Bryant III,F-C,6-9,257,"JUN 01, 1993",24.0,Louisiana State
1610612766,2016,00,Treveon Graham,G-F,6-6,226,"OCT 28, 1993",23.0,Va Commonwealth
1610612766,2016,00,Michael Kidd-Gilchrist,F,6-7,232,"SEP 26, 1993",23.0,Kentucky
1610612766,2016,00,Kemba Walker,G,6-1,184,"MAY 08, 1990",27.0,Connecticut
1610612766,2016,00,Miles Plumlee,C,6-11,249,"SEP 01, 1988",28.0,Duke
1610612766,2016,00,Marco Belinelli,G-F,6-5,210,"MAR 25, 1986",31.0,Fortitudo Bologna
1610612766,2016,00,Brian Roberts,G,6-1,173,"DEC 03, 1985",31.0,Dayton
1610612766,2016,00,Christian Wood,F,6-11,220,"SEP 27, 1995",21.0,UNLV
1610612766,2016,00,Cody Zeller,C,7-0,240,"OCT 05, 1992",24.0,Indiana
1610612766,2016,00,Frank Kaminsky,C,7-0,240,"APR 04, 1993",24.0,Wisconsin
